60.826506	.93205954	.52633773
57.630627	.70622076	.3215009
77.402474	.93604342	.48665962
86.716993	.73718604	.23614644
103.32298	.38451438	.83206254
116.5139	.88968762	.93828853
128.09453	.57598771	.83260841
162.79632	.82936463	.60351594
152.89781	.09531394	.804751
164.7055	.12483737	.63788266
181.84787	.72357494	.98514321
206.30271	.20777913	.74733181
243.50753	.36245928	.94515125
258.16333	.94475876	.43218189
288.24829	.74223792	.17057193
283.76369	.42767057	.8139947
298.06991	.16597462	.37591552
307.56276	.52842608	.51584347
313.60142	.10917502	.6334425
16.122691	.70361658	.20389846
63.615206	.78450887	.84733733
73.957342	.85904413	.57282188
73.405063	.70221941	.15991004
97.098959	.9010161	.57984974
99.044152	.76475656	.67487488
109.83069	.75957701	.78547315
127.98851	.07690665	.65483086
157.41208	.09912849	.53041025
151.43457	.2779539	.00839445
175.8689	.15247297	.29783871
161.86532	.10991839	.90616827
212.26446	.47912258	.1518994
227.26847	.32346691	.44131667
261.25055	.69717284	.80838304
289.08777	.42581536	.0075299
291.15174	.84637056	.19195753
298.78593	.46792695	.73567153
308.80779	.86147869	.32924583
323.59623	.06098851	.07476789
4.5797388	.14581066	.29107368
65.607508	.64853801	.19926083
53.012325	.38685472	.07466791
71.770788	.46231367	.02875846
77.897411	.10714739	.17850596
71.179726	.17766136	.399209
113.85714	.57485733	.85163696
135.90875	.55096856	.48963889
140.57184	.46891072	.5678333
159.6662	.84361359	.5724627
182.20942	.29882568	.65228898
163.00258	.63316204	.21031407
199.48723	.40657968	.95983204
242.18604	.47604698	.75126058
252.7455	.86989094	.35455916
261.97097	.37762823	.02067386
283.36276	.48361506	.5649211
298.08227	.14038611	.2203055
292.22555	.07544315	.8566177
335.19651	.68808941	.84098918
28.750534	.82006319	.76279979
18.04445	.61670132	.18908014
39.495647	.89608079	.54181669
26.658806	.63052799	.3440169
35.378028	.80032326	.93427741
21.351086	.36206458	.82034185
23.089249	.02771319	.15118823
46.499317	.92933013	.24061634
66.381883	.56270629	.37578965
59.929669	.85098844	.89451927
41.716642	.42914757	.84043032
55.165814	.71083112	.33840159
79.373991	.86536558	.82195869
84.103219	.42707521	.18121651
95.571897	.977551	.20408436
125.99803	.65363429	.68046618
101.8334	.22042425	.37102736
91.828324	.02174948	.63868237
129.16171	.66092244	.10538759
123.75769	.21206596	.46934987
30.781235	.26902823	.36178881
30.095318	.79488973	.55393529
45.060945	.05962322	.47666844
21.071545	.33986682	.74636396
33.828241	.56810277	.1443792
24.283806	.6550574	.56104496
40.323551	.49614538	.97508473
43.994654	.57121237	.07472498
49.74186	.97955853	.0677866
70.477257	.75972725	.4319996
65.58649	.99679832	.88779906
59.607666	.9143749	.4225388
66.551769	.9299224	.73121517
75.706266	.10374824	.26577494
96.215475	.0196347	.3149265
106.8385	.24587483	.12682091
115.97152	.03076044	.97391412
104.08281	.17268043	.58004088
133.70844	.8277605	.97565947
139.07103	.93235307	.04349305
36.658754	.88291733	.77063304
42.10571	.01556912	.87484421
41.68675	.29300039	.46302301
87.733921	.7781174	.88654421
63.169502	.48655709	.17775117
95.830818	.77973228	.13244036
114.85041	.99668644	.11087494
127.92335	.08719868	.6580496
153.11783	.15700106	.65683677
165.27142	.45910788	.66270093
186.26323	.9677308	.97369374
173.73251	.00490349	.20173924
209.60138	.19319149	.03612674
233.08249	.42389605	.13580237
250.99448	.89394073	.42378691
280.78358	.77603731	.93070667
286.53432	.23270949	.8633457
291.21418	.18839619	.0198898
322.40096	.96080538	.75208364
337.23096	.62769453	.813818
